0.98264,-0.98264,-0.38192,0.38192,0.71485,-0.71485,-0.82807,0.82807,1.1016,-1.1016
-0.28865,0.28865,0.90981,-0.90981,-0.044646,0.044646,0.9706,-0.9706,-0.69971,0.69971
0.59167,-0.59167,-0.84351,0.84351,1.1295,-1.1295,-0.31604,0.31604,0.88913,-0.88913
0.21122,-0.21122,-0.50287,0.50287,0.70387,-0.70387,0.52108,-0.52108,0.22688,-0.22688
0.44558,-0.44558,-0.98881,0.98881,1.0382,-1.0382,0.19769,-0.19769,0.69319,-0.69319
0.28805,-0.28805,-0.7007,0.7007,0.8682,-0.8682,0.30792,-0.30792,0.4879,-0.4879
-1.0583,1.0583,1.3611,-1.3611,-0.35272,0.35272,1.2894,-1.2894,-0.21604,0.21604
-0.71421,0.71421,0.74427,-0.74427,0.29018,-0.29018,0.85678,-0.85678,-0.24642,0.24642
1.2398,-1.2398,-0.54325,0.54325,0.79249,-0.79249,-0.81156,0.81156,0.92344,-0.92344
-0.63309,0.63309,0.87845,-0.87845,-0.18958,0.18958,0.89035,-0.89035,-0.26963,0.26963
0.58083,-0.58083,-0.081738,0.081738,0.87308,-0.87308,-0.35969,0.35969,0.42274,-0.42274
0.32832,-0.32832,-0.90707,0.90707,1.1717,-1.1717,0.30318,-0.30318,0.36553,-0.36553
0.092479,-0.092479,0.1834,-0.1834,0.75275,-0.75275,0.52965,-0.52965,-0.35404,0.35404
0.34243,-0.34243,0.26396,-0.26396,0.010485,-0.010485,0.033625,-0.033625,0.56088,-0.56088
0.32135,-0.32135,0.32352,-0.32352,-0.15968,0.15968,0.27514,-0.27514,0.38956,-0.38956
-0.41164,0.41164,0.041396,-0.041396,0.59908,-0.59908,0.95846,-0.95846,-0.19336,0.19336
0.44733,-0.44733,-0.24537,0.24537,0.80042,-0.80042,-0.37956,0.37956,0.64751,-0.64751
-0.16624,0.16624,0.98955,-0.98955,-0.55333,0.55333,1.1246,-1.1246,-0.13913,0.13913
0.10558,-0.10558,-0.092861,0.092861,0.47918,-0.47918,0.47732,-0.47732,0.082881,-0.082881
-0.41788,0.41788,-0.29002,0.29002,0.91779,-0.91779,0.36982,-0.36982,0.66604,-0.66604
0.98156,-0.98156,-0.66454,0.66454,0.70027,-0.70027,-0.5055,0.5055,0.98008,-0.98008
0.23209,-0.23209,-0.29823,0.29823,1.0628,-1.0628,-0.37187,0.37187,0.62793,-0.62793
-0.23308,0.23308,-0.040641,0.040641,0.5269,-0.5269,0.9224,-0.9224,-0.087891,0.087891
0.099542,-0.099542,-0.25551,0.25551,0.42341,-0.42341,0.69841,-0.69841,0.27912,-0.27912
-0.49716,0.49716,1.0262,-1.0262,0.31437,-0.31437,1.0383,-1.0383,-1.3956,1.3956
-1.1598,1.1598,1.1327,-1.1327,0.26252,-0.26252,1.1654,-1.1654,-0.46209,0.46209
-0.58332,0.58332,1.3297,-1.3297,-0.93479,0.93479,1.1771,-1.1771,-0.12628,0.12628
0.90769,-0.90769,-0.28817,0.28817,0.56306,-0.56306,-0.69017,0.69017,0.85435,-0.85435
-0.92171,0.92171,1.7219,-1.7219,-0.85579,0.85579,1.497,-1.497,-0.77051,0.77051
0.43265,-0.43265,0.35342,-0.35342,0.15859,-0.15859,0.0014919,-0.0014919,0.36872,-0.36872
-0.43625,0.43625,0.36187,-0.36187,0.44654,-0.44654,0.66747,-0.66747,0.17586,-0.17586
0.7775,-0.7775,-0.65829,0.65829,0.89686,-0.89686,-0.2942,0.2942,0.57594,-0.57594
0.3507,-0.3507,-0.20259,0.20259,0.85645,-0.85645,-0.69773,0.69773,1.0715,-1.0715
0.32987,-0.32987,-0.18364,0.18364,0.85142,-0.85142,-0.43189,0.43189,0.65987,-0.65987
0.75601,-0.75601,-1.1254,1.1254,0.95474,-0.95474,-0.30251,0.30251,0.98757,-0.98757
-1.1294,1.1294,1.7818,-1.7818,-1.292,1.292,1.6084,-1.6084,0.04668,-0.04668
-1.3766,1.3766,1.5284,-1.5284,-0.66031,0.66031,1.5467,-1.5467,-0.16831,0.16831
-0.45584,0.45584,0.58786,-0.58786,0.080732,-0.080732,0.93716,-0.93716,-0.19468,0.19468
0.75514,-0.75514,-0.47683,0.47683,0.44689,-0.44689,0.081697,-0.081697,0.64929,-0.64929
1.271,-1.271,-1.3592,1.3592,1.135,-1.135,0.036017,-0.036017,1.0169,-1.0169
-0.55345,0.55345,1.3681,-1.3681,-0.14246,0.14246,1.3053,-1.3053,-0.66,0.66
0.99083,-0.99083,-0.56054,0.56054,0.82136,-0.82136,-0.60643,0.60643,0.88758,-0.88758
-0.84365,0.84365,1.6167,-1.6167,-0.31318,0.31318,1.417,-1.417,-1.0293,1.0293
0.8442,-0.8442,-0.63793,0.63793,0.76106,-0.76106,-0.32413,0.32413,0.65896,-0.65896
-0.44171,0.44171,0.99394,-0.99394,-0.13833,0.13833,0.78993,-0.78993,-0.36475,0.36475
